번호,제조사,용량_GB,제품명,가격,세부스펙,이미지,상품주소
1,삼성전자,8GB,삼성전자 DDR4-3200 중고,"68,990",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/048/578/015/0eb8a8efdd134cecbdb4b118bfbcb6ef.jpg?shrink=130:130&_v=20260921155628,https://prod.danawa.com/info/?pcode=15578048&cate=112752
2,삼성전자,8GB,삼성전자 DDR4-3200,"80,190",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램개수 : 1개 / 히트싱크 : 미포함 / 단종된 모델이므로 중고상품 주의하시기 바랍니다,https://img.danuri.io/catalog-image/857/541/011/a5cd8f444ed445cf94eefda7d25a45ff.jpg?shrink=130:130&_v=20260921143813,https://prod.danawa.com/info/?pcode=11541857&cate=112752
3,삼성전자,8GB,삼성전자 DDR4-2666 중고,"55,000",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/972/158/008/c61a9e406e5e4ded92ebecaa56723ab2.jpg?shrink=130:130&_v=20260921161549,https://prod.danawa.com/info/?pcode=8158972&cate=112752
4,삼성전자,8GB,삼성전자 DDR4-2666,"67,790",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램개수 : 1개 / 히트싱크 : 미포함 / 단종된 모델이므로 중고상품 주의하시기 바랍니다,https://img.danuri.io/catalog-image/666/937/005/cefa1d5c69ad4e918d512ad0d0fa1587.jpg?shrink=130:130&_v=20260921145348,https://prod.danawa.com/info/?pcode=5937666&cate=112752
5,삼성전자,8GB,삼성전자 DDR4-2400 중고,"53,980",데스크탑용 / DDR4 / 2400MHz (PC4-19200) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/449/236/011/ccb5cb44a01f4785b4f203721b3b66a9.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=11236449&cate=112752
6,삼성전자,8GB,삼성전자 DDR4-2400,"55,000",데스크탑용 / DDR4 / 2400MHz (PC4-19200) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/051/343/004/5e5d16947c3c418da09cbf110f418303.jpg?shrink=130:130&_v=20260921080455,https://prod.danawa.com/info/?pcode=4343051&cate=112752
7,삼성전자,8GB,삼성전자 DDR4-2133 중고,"50,770",데스크탑용 / DDR4 / 2133MHz (PC4-17000) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/841/676/005/69b084a45b564b7b8fe4a490d7838c77.jpg?shrink=130:130&_v=20260921161049,https://prod.danawa.com/info/?pcode=5676841&cate=112752
8,삼성전자,8GB,삼성전자 DDR4-2933 중고,"95,890",데스크탑용 / DDR4 / 2933MHz (PC4-23400) / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/794/844/017/56790e9c0bd54a3082b68135606e7798.jpg?shrink=130:130&_v=20260921142643,https://prod.danawa.com/info/?pcode=17844794&cate=112752
9,삼성전자,8GB,삼성전자 DDR4-2933,"95,000",데스크탑용 / DDR4 / 2933MHz (PC4-23400) / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/427/376/010/b17f839a12d5482b90667d9002712525.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=10376427&cate=112752
10,PATRIOT,8GB,PATRIOT DDR4-3200 CL22 SIGNATURE,"85,480",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-52 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 높이 : 31mm / 2022년 12월부로 유통사변경,https://img.danuri.io/catalog-image/204/445/011/02aee2852aae442e84e7ccbbf8c0f43b.jpg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=11445204&cate=112752
11,ESSENCORE,8GB,ESSENCORE KLEVV DDR4-3200 CL22 파인인포,"85,920",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-51 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : SK하이닉스,https://img.danuri.io/catalog-image/049/787/011/347bdd54366b42bda45c57e58c8f7458.jpg?shrink=130:130&_v=20260921110809,https://prod.danawa.com/info/?pcode=11787049&cate=112752
12,ESSENCORE,8GB,ESSENCORE KLEVV DDR4-3200 CL16 BOLT X 서린,"119,000",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 1개 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33mm / 모듈제조사 : SK하이닉스,https://img.danuri.io/catalog-image/110/867/027/5a0a8963ae364c72b22851f732325fe9.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=27867110&cate=112752
13,ESSENCORE,8GB,ESSENCORE KLEVV DDR4-3200 CL22 중고,"85,000",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-51 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : SK하이닉스,https://img.danuri.io/catalog-image/874/133/123/d87f0318f80b4b69a69b3427d26aaf7b.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=123133874&cate=112752
14,G.SKILL,8GB,G.SKILL DDR4-3200 CL16 AEGIS,"94,000",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 1개 / XMP / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/730/593/009/e88cbc1960b54b73a2cdeba056cc3473.jpg?shrink=130:130&_v=20260921142644,https://prod.danawa.com/info/?pcode=9593730&cate=112752
15,G.SKILL,8GB,G.SKILL DDR4-2666 CL19 AEGIS,"96,950",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램타이밍 : CL19-19-19-43 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/268/002/006/4fb2be646b5e4d36a484f3b6a5ca44d8.jpg?shrink=130:130&_v=20260921160933,https://prod.danawa.com/info/?pcode=6002268&cate=112752
16,TeamGroup,8GB,TeamGroup DDR4-3200 Elite 서린,"107,000",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-52 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/443/907/014/bc99606c337e4676b6ad50ec8df0867b.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=14907443&cate=112752
17,TeamGroup,8GB,TeamGroup DDR4-3200 Elite,"85,480",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-52 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/141/188/010/506b651d3b5a42568bf2f8f547eed219.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=10188141&cate=112752
18,TeamGroup,8GB,TeamGroup DDR4-2666 Elite,"86,000",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램타이밍 : CL19-19-19-43 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 2021년 3월 부로 가넷씨앤아이→아인스시스템 으로 유통사가 변경되었습니다,https://img.danuri.io/catalog-image/228/680/005/93e912e85e42400a98456411e54360fb.jpg?shrink=130:130&_v=20260920080635,https://prod.danawa.com/info/?pcode=5680228&cate=112752
19,삼성전자,16GB,삼성전자 DDR4-3200 중고,"164,490",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/766/126/016/370bda7aeaa04dd6b81a6d96cd55d09a.jpg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=16126766&cate=112752
20,삼성전자,16GB,삼성전자 DDR4-3200,"193,980",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램개수 : 1개 / 히트싱크 : 미포함 / 단종된 모델이므로 중고상품 주의하시기 바랍니다,https://img.danuri.io/catalog-image/199/790/011/2aa64d8e13ee41f291ffd8598e7961a2.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=11790199&cate=112752
21,삼성전자,16GB,삼성전자 DDR4-2666 중고,"132,900",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/329/165/008/440844aaa86546b2ba3f925746b0eb94.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=8165329&cate=112752
22,삼성전자,16GB,삼성전자 DDR4-2400,"128,590",데스크탑용 / DDR4 / 2400MHz (PC4-19200) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/874/519/004/76155a99343d4e90b669929eb79f5a33.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=4519874&cate=112752
23,삼성전자,16GB,삼성전자 DDR4-2133 중고,"112,680",데스크탑용 / DDR4 / 2133MHz (PC4-17000) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/709/823/012/f67b478abda74d42851bb12eea29a9b0.jpg?shrink=130:130&_v=20260921161048,https://prod.danawa.com/info/?pcode=12823709&cate=112752
24,삼성전자,16GB,삼성전자 DDR4-2400 중고,"122,990",데스크탑용 / DDR4 / 2400MHz (PC4-19200) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/180/298/011/2a42cc5972bd4e57b32d9993bfb565ba.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=11298180&cate=112752
25,삼성전자,16GB,삼성전자 DDR4-2666,"147,560",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램개수 : 1개 / 히트싱크 : 미포함 / 단종된 모델이므로 중고상품 주의하시기 바랍니다,https://img.danuri.io/catalog-image/995/941/005/5cab55f928b14a6a8308eb5b8f132241.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=5941995&cate=112752
26,삼성전자,16GB,삼성전자 DDR4-2133,"129,900","데스크탑용 / DDR4 / 2,133MHz(PC4-17,000) / 1.20V / 램개수 : 1개",https://img.danuri.io/catalog-image/273/898/116/4c610b6034ae412b8b38827a412187b4.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=116898273&cate=112752
27,삼성전자,16GB,삼성전자 DDR4-2933,"199,890",데스크탑용 / DDR4 / 2933MHz (PC4-23400) / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/242/513/012/c20e8566499b48a8b0057f1cbc409dad.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=12513242&cate=112752
28,PATRIOT,16GB,PATRIOT DDR4-3200 CL22 SIGNATURE,"166,110",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-52 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 높이 : 31mm / 2022년 12월부로 유통사변경,https://img.danuri.io/catalog-image/216/445/011/4da20768569447c8bbd5c930833a3d96.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=11445216&cate=112752
29,PATRIOT,16GB,PATRIOT DDR4-2666 CL19 SIGNATURE,"150,000",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램타이밍 : CL19-19-19-43 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 높이 : 31mm,https://img.danuri.io/catalog-image/236/607/008/6834b3b7c87e48979a4b8176995d072f.jpg?shrink=130:130&_v=20260919080524,https://prod.danawa.com/info/?pcode=8607236&cate=112752
30,ESSENCORE,16GB,ESSENCORE KLEVV DDR4-3200 CL22 파인인포,"171,670",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-51 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : SK하이닉스,https://img.danuri.io/catalog-image/091/787/011/c695e1a1e23f43beb0d1cf8a4ab2dc41.jpg?shrink=130:130&_v=20260921111038,https://prod.danawa.com/info/?pcode=11787091&cate=112752
31,ESSENCORE,16GB,ESSENCORE KLEVV DDR4-2666 CL19 파인인포,"181,000",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램타이밍 : CL19-19-19-43 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : SK하이닉스,https://img.danuri.io/catalog-image/978/390/009/35073cfc078d4834bdce4c196e1d17d9.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=9390978&cate=112752
32,G.SKILL,16GB,G.SKILL DDR4-3600 CL18 TRIDENT Z RGB 패키지,"227,040","데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL18-22-22-42 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME",https://img.danuri.io/catalog-image/059/431/011/78b676c62ae84713ae48706792e5c1e3.jpg?shrink=130:130&_v=20260921160738,https://prod.danawa.com/info/?pcode=11431059&cate=112752
33,G.SKILL,16GB,G.SKILL DDR4-3200 CL16 AEGIS,"184,350",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 1개 / XMP / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/742/593/009/5591d0bf36a3408f8fd2be7a9342780c.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=9593742&cate=112752
34,G.SKILL,16GB,G.SKILL DDR4-3200 CL16 TRIDENT Z RGB 패키지,"224,090","데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , G.SKILL Lighting",https://img.danuri.io/catalog-image/070/905/004/7e3102cb29544f1f82ee3cb2f9a53c92.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=4905070&cate=112752
35,G.SKILL,16GB,G.SKILL DDR4-3600 CL16 TRIDENT Z NEO C 패키지,"240,000","데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL16-19-19-39 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME",https://img.danuri.io/catalog-image/838/470/009/0d533978c873482f9024b19ff3da1373.jpg?shrink=130:130&_v=20260921080454,https://prod.danawa.com/info/?pcode=9470838&cate=112752
36,G.SKILL,16GB,G.SKILL DDR4-3200 CL16 TRIDENT ZKW 패키지,"215,000",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙,https://img.danuri.io/catalog-image/107/589/004/58f5152002b64f6f9c647908a98db185.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=4589107&cate=112752
37,G.SKILL,16GB,G.SKILL DDR4-2666 CL19 AEGIS,"161,500",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램타이밍 : CL19-19-19-43 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/147/540/006/2a091ffa99b74195b1eae81c1de1c8ae.jpg?shrink=130:130&_v=20260921082725,https://prod.danawa.com/info/?pcode=6540147&cate=112752
38,G.SKILL,16GB,G.SKILL DDR4-3200 CL16 TRIDENT Z 패키지,"214,970",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이 / 2016년 10월 부로 이노베이션티뮤 → 서린씨앤아이 로 유통사가 변경되었습니다.,https://img.danuri.io/catalog-image/724/439/003/afe8a1635fc64be8af71c774b95c1ca8.jpg?shrink=130:130&_v=20260921160933,https://prod.danawa.com/info/?pcode=3439724&cate=112752
39,G.SKILL,16GB,G.SKILL DDR4-3200 CL14 TRIDENT Z RGB 패키지,"228,010","데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL14-14-14-34 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , G.SKILL Lighting",https://img.danuri.io/catalog-image/041/905/004/b136bb9e52514f349853f50da3f25221.jpg?shrink=130:130&_v=20260921130049,https://prod.danawa.com/info/?pcode=4905041&cate=112752
40,G.SKILL,16GB,G.SKILL DDR4-3200 CL16 RIPJAWS V VK,"206,230",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 1개 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙,https://img.danuri.io/catalog-image/593/571/004/5d787891ea8b4d10ade10d1189802c15.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=4571593&cate=112752
41,G.SKILL,16GB,G.SKILL DDR4-3600 CL18 TRIDENT Z RGB 패키지 (해외구매),"245,810","데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL18-22-22-42 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME",https://img.danuri.io/catalog-image/175/643/018/f1ebf9e465bc4ec2b9da3cedb8c14f58.jpg?shrink=130:130&_v=20260902080656,https://prod.danawa.com/info/?pcode=18643175&cate=112752
42,TeamGroup,16GB,TeamGroup T-Force DDR4-3200 CL16 Delta RGB 화이트 패키지 서린,"230,000","데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA , TT RGB PLUS",https://img.danuri.io/catalog-image/475/320/007/af2d5d9aa5b144ec967ee7635f7e334d.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=7320475&cate=112752
43,TeamGroup,16GB,TeamGroup DDR4-3200 Elite 서린,"195,000",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-52 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/467/907/014/e02d0849155840b7bac2346ebade2645.jpg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=14907467&cate=112752
44,TeamGroup,16GB,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 서린,"233,000","데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL18-22-22-42 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA , TT RGB PLUS , T-FORCE BLITZ",https://img.danuri.io/catalog-image/437/380/011/438aa93f94cd4d42bdeab8b11f827b3e.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=11380437&cate=112752
45,TeamGroup,16GB,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 패키지 서린,"227,050","데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL18-22-22-42 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA , TT RGB PLUS , T-FORCE BLITZ",https://img.danuri.io/catalog-image/119/380/011/ad0cd5f877fe421d949ef203ec4b0780.jpg?shrink=130:130&_v=20260921151418,https://prod.danawa.com/info/?pcode=11380119&cate=112752
46,TeamGroup,16GB,TeamGroup T-Force DDR4-3200 CL16 Delta RGB 패키지 서린,"223,890","데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA , TT RGB PLUS",https://img.danuri.io/catalog-image/400/320/007/7de6d35f196048d7ac2f7775c5fe4daf.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=7320400&cate=112752
47,TeamGroup,16GB,TeamGroup T-CREATE DDR4-3600 CL18 EXPERT OC10L 패키지 서린,"222,000",데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL18-22-22-42 / 1.35V / 램개수 : 2개 / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이,https://img.danuri.io/catalog-image/076/981/013/1af142637a6643938d837529c8bc3699.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=13981076&cate=112752
48,TeamGroup,16GB,TeamGroup T-Force DDR4-3600 CL18 Vulcan Z Gray 패키지 서린,"223,140",데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL18-22-22-42 / 1.35V / 램개수 : 2개 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이,https://img.danuri.io/catalog-image/745/747/106/e0cc4a09a552412694692bdeb3692f96.jpg?shrink=130:130&_v=20260921025822,https://prod.danawa.com/info/?pcode=106747745&cate=112752
49,TeamGroup,16GB,TeamGroup T-Force DDR4-3200 CL16 DARK Z RED 패키지,"215,060",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 레드,https://img.danuri.io/catalog-image/006/389/010/ab620e2c462e48e3a18807342bb4da0f.jpg?shrink=130:130&_v=20260912080528,https://prod.danawa.com/info/?pcode=10389006&cate=112752
50,TeamGroup,16GB,TeamGroup DDR4-3200 Elite,"198,900",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL22-22-22-52 / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/159/188/010/9b37f79203004855b1406be4db566826.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=10188159&cate=112752
51,TeamGroup,16GB,TeamGroup T-Force DDR4-3200 CL16 XTREEM ARGB 패키지,"226,860","데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / LED 라이트 / 히트싱크 : 방열판 / 방열판 색상 : 블루 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , T-FORCE BLITZ / 2021년 3월 부로 가넷씨앤아이→아인스시스템 으로 유통사가 변경되었습니다",https://img.danuri.io/catalog-image/262/462/011/ba4c5a2d47f748d6a7fd9cc7a011e822.jpg?shrink=130:130&_v=20260921160743,https://prod.danawa.com/info/?pcode=11462262&cate=112752
52,TeamGroup,16GB,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지,"233,000","데스크탑용 / DDR4 / 3600MHz (PC4-28800) / 램타이밍 : CL18-22-22-42 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA , TT RGB PLUS , T-FORCE BLITZ / 2021년 3월 부로 가넷씨앤아이→아인스시스템 으로 유통사가 변경되었습니다",https://img.danuri.io/catalog-image/869/858/011/2c9f6ee157cf4c2e89ffabe42552579d.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=11858869&cate=112752
53,TeamGroup,16GB,TeamGroup T-Force DDR4-3200 CL16 Delta RGB 패키지 중고,"186,000","데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램타이밍 : CL16-18-18-38 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA , TT RGB PLUS",https://img.danuri.io/catalog-image/160/259/124/67b65e2218284ca582a42e2867b7da58.jpg?shrink=130:130&_v=20260920080650,https://prod.danawa.com/info/?pcode=124259160&cate=112752
54,TeamGroup,16GB,TeamGroup T-Force T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지,"279,650","데스크탑용 / DDR4 / 3,600MHz(PC4-28,800) / 1.35V / 램개수 : 2개 / XMP / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , RGB FUSION , MYSTIC LIGHT , POLYCHROME SYNC",https://img.danuri.io/catalog-image/632/838/118/df4a29d8ffa446b899300185d947c56b.jpg?shrink=130:130&_v=20260918213923,https://prod.danawa.com/info/?pcode=118838632&cate=112752
55,삼성전자,32GB,삼성전자 DDR4-3200,"490,990",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램개수 : 1개 / 히트싱크 : 미포함 / 단종된 모델이므로 중고상품 주의하시기 바랍니다,https://img.danuri.io/catalog-image/636/028/011/be1991c834bc4d7d883cc663c9de2e68.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=11028636&cate=112752
56,삼성전자,32GB,삼성전자 DDR4-3200 중고,"358,980",데스크탑용 / DDR4 / 3200MHz (PC4-25600) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/045/379/016/3ca27668d5f44c5ab40c0b5e0c6eae28.jpg?shrink=130:130&_v=20260921111923,https://prod.danawa.com/info/?pcode=16379045&cate=112752
57,삼성전자,32GB,삼성전자 DDR4-2666 중고,"279,990",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/414/493/016/241bdf956c9e4e039bae5ab3e4d479dd.jpg?shrink=130:130&_v=20260921151408,https://prod.danawa.com/info/?pcode=16493414&cate=112752
58,삼성전자,32GB,삼성전자 DDR4-2933,"299,000",데스크탑용 / DDR4 / 2933MHz (PC4-23400) / 1.20V / 램개수 : 1개 / 히트싱크 : 미포함,https://img.danuri.io/catalog-image/992/541/011/427bf4323fb84ceeaa00389cf75faea2.jpg?shrink=130:130&_v=20260921080454,https://prod.danawa.com/info/?pcode=11541992&cate=112752
59,삼성전자,32GB,삼성전자 DDR4-2666,"320,570",데스크탑용 / DDR4 / 2666MHz (PC4-21300) / 램개수 : 1개 / 히트싱크 : 미포함 / 단종된 모델이므로 중고상품 주의하시기 바랍니다,https://img.danuri.io/catalog-image/391/239/009/ccd3cba1935b44eca66e365b7f22bc9d.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=9239391&cate=112752
